Segment_ID,Phrase,clip,ID,clean_text,clean_text2,y,y_pred,confusion
KDjl2exStlI5,Some of the variations for arbitrator connectors include how they handle faults.,5,KDjl2exStlI,some of the variations for arbitrator connectors include how they handle faults,variation arbitrator connector include handle fault,0,0,0
JW2HHfQiGVs1,"Sometimes we have to, we have the Christmas party at the train depot in Plainfield and stuff",1,JW2HHfQiGVs,sometimes we have to we have the christmas party at the train depot in plainfield and stuff,sometimes christmas party train depot plainfield stuff,0,0,0
434569," Do yourself a favor, don't watch this",9,43456, do yourself a favor dont watch this,favor dont watch,-1,-1,0
1132651, I thought that movie was terrible actually,1,113265, i thought that movie was terrible actually,thought movie terrible actually,-1,-1,0
966424," And also (umm) the movie xxx, not so good but (umm) I guess they should really stick to TV because this isn't that good of a movie",4,96642, and also umm the movie xxx not so good but umm i guess they should really stick to tv because this isnt that good of a movie,also umm movie xxx good umm guess really stick tv isnt good movie,-1,-1,0
0r8KVXUCV6c16,"OR you will be of the world, loved by the world, but NOT accepted by Jesus Christ, and you have no life.",16,0r8KVXUCV6c,or you will be of the world loved by the world but not accepted by jesus christ and you have no life,world loved world accepted jesus christ life,-1,1,2
2846735, Now some people would say that that's important but it is when they're trying to create suspense around it,5,284673, now some people would say that thats important but it is when theyre trying to create suspense around it,people would say thats important theyre trying create suspense around,0,0,0
5sDBK-lP8Pg1,A total of 14 projects in the US were cited as leaders in the infrastructure and city construction industry.,1,5sDBK-lP8Pg,a total of  projects in the us were cited as leaders in the infrastructure and city construction industry,total project u cited leader infrastructure city construction industry,1,0,1
QOxIdbNwpx06,Chrome Custom Tabs is already available starting from Chrome version 45,6,QOxIdbNwpx0,chrome custom tabs is already available starting from chrome version ,chrome custom tab already available starting chrome version,1,1,0
2028267," (uhh) The movie stars John Grisham, I mean {laughter} the movie stars George Clooney as Michael Clayton and (uhh) he actually, he does a pretty decent job and (uhh) anyways, Michael Clayton is (uhh) the fixer of the law firm, (uhh) takes care of all the messy messy (stutter) corporate cases",7,202826, uhh the movie stars john grisham i mean laughter the movie stars george clooney as michael clayton and uhh he actually he does a pretty decent job and uhh anyways michael clayton is uhh the fixer of the law firm uhh takes care of all the messy messy stutter corporate cases,uhh movie star john grisham mean laughter movie star george clooney michael clayton uhh actually pretty decent job uhh anyways michael clayton uhh fixer law firm uhh take care messy messy stutter corporate case,1,-1,2
gXDRWhJbfFU4,And in a group workshop environment you can really investigate and delve into how to best structure your teams for achieving that success that you want to have in innovation.,4,gXDRWhJbfFU,and in a group workshop environment you can really investigate and delve into how to best structure your teams for achieving that success that you want to have in innovation,group workshop environment really investigate delve best structure team achieving success want innovation,0,1,1
BBoe8-HWPSw1,"That's what I did, I started my first company when I was 25, my wife was pregnant, and we had no money so it does work out, you just have to do it.",1,BBoe8-HWPSw,thats what i did i started my first company when i was  my wife was pregnant and we had no money so it does work out you just have to do it,thats started first company wife pregnant money work,1,-1,2
PQYmOknHA4c11,I don't mean your city,11,PQYmOknHA4c,i dont mean your city,dont mean city,1,0,1
K62NK2KYhws14,I also share insights from campaigns I’ve overseen where the USP was responsible for sales increases of sixty percent.,14,K62NK2KYhws,i also share insights from campaigns i’ve overseen where the usp was responsible for sales increases of sixty percent,also share insight campaign ’ overseen usp responsible sale increase sixty percent,0,1,1
9PzZSheh10U9," When you arrive at the theater, you purchase your ticket through an employee, or perhaps there's a self-serve option",9,9PzZSheh10U, when you arrive at the theater you purchase your ticket through an employee or perhaps theres a selfserve option,arrive theater purchase ticket employee perhaps there selfserve option,1,0,1
jICmfLeFymA14,We would like to help you with your divorce or annulment and can provide same-day service.,14,jICmfLeFymA,we would like to help you with your divorce or annulment and can provide sameday service,would like help divorce annulment provide sameday service,1,1,0
MKShLlJ7X7g4,"While listening to his classes, I can see what they mean by college-teachers in high school.",4,MKShLlJ7X7g,while listening to his classes i can see what they mean by collegeteachers in high school,listening class see mean collegeteachers high school,1,0,1
